Day of Date,MeasureNames,MeasureValues
"October 13, 2023",Exits,374530
"October 14, 2023",Exits,228515
"October 15, 2023",Exits,201840
"October 16, 2023",Exits,360943
"October 17, 2023",Exits,420353
"October 18, 2023",Exits,434848
"October 19, 2023",Exits,419218
"October 20, 2023",Exits,366686
"October 21, 2023",Exits,269815
"October 22, 2023",Exits,184763
"October 23, 2023",Exits,367315
"October 24, 2023",Exits,438370
"October 25, 2023",Exits,436341
"October 26, 2023",Exits,425272
"October 27, 2023",Exits,384475
"October 28, 2023",Exits,281989
"October 29, 2023",Exits,277333
"October 30, 2023",Exits,364417
"October 31, 2023",Exits,403922
"November 1, 2023",Exits,421791
"November 2, 2023",Exits,419961
"November 3, 2023",Exits,351347
"November 4, 2023",Exits,327779
"November 5, 2023",Exits,190438
"November 6, 2023",Exits,355466
"November 7, 2023",Exits,421819
"November 8, 2023",Exits,437711
"November 9, 2023",Exits,420372
"November 10, 2023",Exits,283320
"November 11, 2023",Exits,258589
"November 12, 2023",Exits,191490
"November 13, 2023",Exits,360890
"November 14, 2023",Exits,551860
"November 15, 2023",Exits,444935
"November 16, 2023",Exits,420136
"November 17, 2023",Exits,363796
"November 18, 2023",Exits,241296
"November 19, 2023",Exits,171898
"November 20, 2023",Exits,333968
"November 21, 2023",Exits,315193
"November 22, 2023",Exits,290193
"November 23, 2023",Exits,96422
"November 24, 2023",Exits,225802
"November 25, 2023",Exits,194024
"November 26, 2023",Exits,144985
"November 27, 2023",Exits,328302
"November 28, 2023",Exits,385500
"November 29, 2023",Exits,388953
"November 30, 2023",Exits,401435
"December 1, 2023",Exits,333223
"December 2, 2023",Exits,262820
"December 3, 2023",Exits,176893
"December 4, 2023",Exits,340773
"December 5, 2023",Exits,411362
"December 6, 2023",Exits,422535
"December 7, 2023",Exits,411867
"December 8, 2023",Exits,354442
"December 9, 2023",Exits,260112
"December 10, 2023",Exits,134742
"December 11, 2023",Exits,336681
"December 12, 2023",Exits,406471
"December 13, 2023",Exits,418667
"December 14, 2023",Exits,409757
"December 15, 2023",Exits,353111
"December 16, 2023",Exits,260677
"December 17, 2023",Exits,143676
"December 18, 2023",Exits,291165
"December 19, 2023",Exits,329793
"December 20, 2023",Exits,321933
"December 21, 2023",Exits,281699
"December 22, 2023",Exits,231832
"December 23, 2023",Exits,162552
"December 24, 2023",Exits,99921
"December 25, 2023",Exits,63108
"December 26, 2023",Exits,183035
"December 27, 2023",Exits,203879
"December 28, 2023",Exits,251814
"December 29, 2023",Exits,244692
"December 30, 2023",Exits,196266
"December 31, 2023",Exits,180524
"January 1, 2024",Exits,104109
"January 2, 2024",Exits,282192
"January 3, 2024",Exits,339948
"January 4, 2024",Exits,329338
"January 5, 2024",Exits,296090
"January 6, 2024",Exits,143471
"January 7, 2024",Exits,157990
"January 8, 2024",Exits,319258
"January 9, 2024",Exits,326768
"January 10, 2024",Exits,388697
"January 11, 2024",Exits,385817
"January 12, 2024",Exits,294469
"January 13, 2024",Exits,239387
"January 14, 2024",Exits,148709
"January 15, 2024",Exits,160146
"January 16, 2024",Exits,177015
"January 17, 2024",Exits,341767
"January 18, 2024",Exits,400967
"January 19, 2024",Exits,233837
"January 20, 2024",Exits,200829
"January 21, 2024",Exits,153061
"January 22, 2024",Exits,324812
"January 23, 2024",Exits,405682
"January 24, 2024",Exits,413638
"January 25, 2024",Exits,392324
"January 26, 2024",Exits,340608
"January 27, 2024",Exits,237276
"January 28, 2024",Exits,153740
"January 29, 2024",Exits,331764
"January 30, 2024",Exits,404522
"January 31, 2024",Exits,412714
"February 1, 2024",Exits,395647
"February 2, 2024",Exits,336745
"February 3, 2024",Exits,219101
"February 4, 2024",Exits,164572
"February 5, 2024",Exits,333713
"February 6, 2024",Exits,416968
"February 7, 2024",Exits,418803
"February 8, 2024",Exits,397059
"February 9, 2024",Exits,338355
"February 10, 2024",Exits,245947
"February 11, 2024",Exits,169105
"February 12, 2024",Exits,330083
"February 13, 2024",Exits,394625
"February 14, 2024",Exits,419950
"February 15, 2024",Exits,392706
"February 16, 2024",Exits,324313
"February 17, 2024",Exits,218744
"February 18, 2024",Exits,186592
"February 19, 2024",Exits,209567
"February 20, 2024",Exits,404888
"February 21, 2024",Exits,413346
"February 22, 2024",Exits,403986
"February 23, 2024",Exits,332103
"February 24, 2024",Exits,232048
"February 25, 2024",Exits,168532
"February 26, 2024",Exits,351386
"February 27, 2024",Exits,419757
"February 28, 2024",Exits,407552
"February 29, 2024",Exits,406542
"March 1, 2024",Exits,358665
"March 2, 2024",Exits,215381
"March 3, 2024",Exits,195705
"March 4, 2024",Exits,350635
"March 5, 2024",Exits,421184
"March 6, 2024",Exits,430960
"March 7, 2024",Exits,429958
"March 8, 2024",Exits,374169
"March 9, 2024",Exits,233167
"March 10, 2024",Exits,191074
"March 11, 2024",Exits,356183
"March 12, 2024",Exits,453412
"March 13, 2024",Exits,472464
"March 14, 2024",Exits,459417
"March 15, 2024",Exits,376161
"March 16, 2024",Exits,365598
"March 17, 2024",Exits,235493
"March 18, 2024",Exits,380113
"March 19, 2024",Exits,461421
"March 20, 2024",Exits,496189
"March 21, 2024",Exits,465560
"March 22, 2024",Exits,427392
"March 23, 2024",Exits,263303
"March 24, 2024",Exits,310788
"March 25, 2024",Exits,427869
"March 26, 2024",Exits,493528
"March 27, 2024",Exits,442417
"March 28, 2024",Exits,436217
"March 29, 2024",Exits,429455
"March 30, 2024",Exits,389621
"March 31, 2024",Exits,231684
"April 1, 2024",Exits,398701
"April 2, 2024",Exits,455710
"April 3, 2024",Exits,451450
"April 4, 2024",Exits,489249
"April 5, 2024",Exits,424651
"April 6, 2024",Exits,327512
"April 7, 2024",Exits,264531
"April 8, 2024",Exits,366299
"April 9, 2024",Exits,448708
"April 10, 2024",Exits,456559
"April 11, 2024",Exits,433115
"April 12, 2024",Exits,386110
"April 13, 2024",Exits,327718
"April 14, 2024",Exits,237912
"April 15, 2024",Exits,373858
"April 16, 2024",Exits,433662
"April 17, 2024",Exits,442374
"April 18, 2024",Exits,437962
"April 19, 2024",Exits,379814
"April 20, 2024",Exits,352058
"April 21, 2024",Exits,197618
"April 22, 2024",Exits,360946
"April 23, 2024",Exits,453588
"April 24, 2024",Exits,462462
"April 25, 2024",Exits,463792
"April 26, 2024",Exits,397445
"April 27, 2024",Exits,263717
"April 28, 2024",Exits,231669
"April 29, 2024",Exits,361162
"April 30, 2024",Exits,438743
"May 1, 2024",Exits,448876
"May 2, 2024",Exits,433058
"May 3, 2024",Exits,386961
"May 4, 2024",Exits,251484
"May 5, 2024",Exits,188612
"May 6, 2024",Exits,363699
"May 7, 2024",Exits,462889
"May 8, 2024",Exits,472987
"May 9, 2024",Exits,425757
"May 10, 2024",Exits,352133
"May 11, 2024",Exits,262858
"May 12, 2024",Exits,185417
"May 13, 2024",Exits,375668
"May 14, 2024",Exits,438798
"May 15, 2024",Exits,449786
"May 16, 2024",Exits,452718
"May 17, 2024",Exits,377941
"May 18, 2024",Exits,242002
"May 19, 2024",Exits,220469
"May 20, 2024",Exits,389414
"May 21, 2024",Exits,467576
"May 22, 2024",Exits,460633
"May 23, 2024",Exits,414084
"May 24, 2024",Exits,368752
"May 25, 2024",Exits,284349
"May 26, 2024",Exits,244121
"May 27, 2024",Exits,184839
"May 28, 2024",Exits,418195
"May 29, 2024",Exits,433111
"May 30, 2024",Exits,438106
"May 31, 2024",Exits,373722
"June 1, 2024",Exits,256636
"June 2, 2024",Exits,193837
"June 3, 2024",Exits,384024
"June 4, 2024",Exits,457397
"June 5, 2024",Exits,452421
"June 6, 2024",Exits,463824
"June 7, 2024",Exits,430039
"June 8, 2024",Exits,417606
"June 9, 2024",Exits,259961
"June 10, 2024",Exits,380487
"June 11, 2024",Exits,466684
"June 12, 2024",Exits,483707
"June 13, 2024",Exits,445595
"June 14, 2024",Exits,398839
"June 15, 2024",Exits,282944
"June 16, 2024",Exits,204695
"June 17, 2024",Exits,361096
"June 18, 2024",Exits,449710
"June 19, 2024",Exits,281266
"June 20, 2024",Exits,423962
"June 21, 2024",Exits,352291
"June 22, 2024",Exits,275033
"June 23, 2024",Exits,187357
"June 24, 2024",Exits,358057
"June 25, 2024",Exits,437408
"June 26, 2024",Exits,442980
"June 27, 2024",Exits,443269
"June 28, 2024",Exits,374997
"June 29, 2024",Exits,267277
"June 30, 2024",Exits,186153
"July 1, 2024",Exits,379041
"July 2, 2024",Exits,433376
"July 3, 2024",Exits,429172
"July 4, 2024",Exits,464740
"July 5, 2024",Exits,315822
"July 6, 2024",Exits,238640
"July 7, 2024",Exits,188168
"July 8, 2024",Exits,359430
"July 9, 2024",Exits,421187
"July 10, 2024",Exits,418675
"July 11, 2024",Exits,421880
"July 12, 2024",Exits,350704
"July 13, 2024",Exits,283375
"July 14, 2024",Exits,188773
"July 15, 2024",Exits,346136
"July 16, 2024",Exits,418006
"July 17, 2024",Exits,413586
"July 18, 2024",Exits,421091
"July 19, 2024",Exits,382886
"July 20, 2024",Exits,283278
"July 21, 2024",Exits,209096
"July 22, 2024",Exits,353621
"July 23, 2024",Exits,445481
"July 24, 2024",Exits,448111
"July 25, 2024",Exits,427993
"July 26, 2024",Exits,363803
"July 27, 2024",Exits,278693
"July 28, 2024",Exits,200904
"July 29, 2024",Exits,371420
"July 30, 2024",Exits,416910
"July 31, 2024",Exits,412525
"August 1, 2024",Exits,405172
"August 2, 2024",Exits,369483
"August 3, 2024",Exits,257137
"August 4, 2024",Exits,199728
"August 5, 2024",Exits,338197
"August 6, 2024",Exits,410186
"August 7, 2024",Exits,398744
"August 8, 2024",Exits,360403
"August 9, 2024",Exits,288340
"August 10, 2024",Exits,243836
"August 11, 2024",Exits,193190
"August 12, 2024",Exits,321382
"August 13, 2024",Exits,388572
"August 14, 2024",Exits,391572
"August 15, 2024",Exits,378750
"August 16, 2024",Exits,327496
"August 17, 2024",Exits,231400
"August 18, 2024",Exits,179524
"August 19, 2024",Exits,318972
"August 20, 2024",Exits,403462
"August 21, 2024",Exits,404730
"August 22, 2024",Exits,385190
"August 23, 2024",Exits,339715
"August 24, 2024",Exits,269266
"August 25, 2024",Exits,196485
"August 26, 2024",Exits,356254
"August 27, 2024",Exits,432745
"August 28, 2024",Exits,421953
"August 29, 2024",Exits,392582
"August 30, 2024",Exits,343970
"August 31, 2024",Exits,258971
"September 1, 2024",Exits,228552
"September 2, 2024",Exits,182788
"September 3, 2024",Exits,410875
"September 4, 2024",Exits,427633
"September 5, 2024",Exits,422122
"September 6, 2024",Exits,358184
"September 7, 2024",Exits,275671
"September 8, 2024",Exits,195459
"September 9, 2024",Exits,378378
"September 10, 2024",Exits,465500
"September 11, 2024",Exits,469563
"September 12, 2024",Exits,461936
"September 13, 2024",Exits,403506
"September 14, 2024",Exits,309703
"September 15, 2024",Exits,231401
"September 16, 2024",Exits,382847
"September 17, 2024",Exits,463133
"September 18, 2024",Exits,460377
"September 19, 2024",Exits,472237
"September 20, 2024",Exits,397277
"September 21, 2024",Exits,292521
"September 22, 2024",Exits,194127
"September 23, 2024",Exits,381455
"September 24, 2024",Exits,471245
"September 25, 2024",Exits,473895
"September 26, 2024",Exits,457570
"September 27, 2024",Exits,395462
"September 28, 2024",Exits,331658
"September 29, 2024",Exits,210685
"September 30, 2024",Exits,378478
"October 1, 2024",Exits,449450
"October 2, 2024",Exits,458688
"October 3, 2024",Exits,443593
"October 4, 2024",Exits,389289
"October 5, 2024",Exits,290565
"October 6, 2024",Exits,213749
"October 7, 2024",Exits,394466
"October 8, 2024",Exits,474381
"October 9, 2024",Exits,481715
"October 10, 2024",Exits,457046
"October 11, 2024",Exits,391698
"October 12, 2024",Exits,319106
"October 13, 2024",Exits,257840
"October 14, 2024",Exits,278069
"October 15, 2024",Exits,487507
"October 16, 2024",Exits,489433
"October 17, 2024",Exits,477615
"October 18, 2024",Exits,420325
"October 19, 2024",Exits,315758
"October 20, 2024",Exits,233842
"October 21, 2024",Exits,397976
"October 22, 2024",Exits,473338
"October 23, 2024",Exits,494362
"October 24, 2024",Exits,479912
"October 25, 2024",Exits,408529
"October 26, 2024",Exits,305871
"October 27, 2024",Exits,317062
"October 28, 2024",Exits,397251
"October 29, 2024",Exits,533455
"October 30, 2024",Exits,485119
"October 31, 2024",Exits,446762
"November 1, 2024",Exits,378194
"November 2, 2024",Exits,286486
"November 3, 2024",Exits,195605
"November 4, 2024",Exits,377139
"November 5, 2024",Exits,382403
"November 6, 2024",Exits,409385
"November 7, 2024",Exits,430765
"November 8, 2024",Exits,386354
"November 9, 2024",Exits,271583
"November 10, 2024",Exits,222181
"November 11, 2024",Exits,270280
"November 12, 2024",Exits,459437
"November 13, 2024",Exits,482135
"November 14, 2024",Exits,449250
"November 15, 2024",Exits,383951
"November 16, 2024",Exits,269583
"November 17, 2024",Exits,194091
"November 18, 2024",Exits,386121
"November 19, 2024",Exits,469186
"November 20, 2024",Exits,467952
"November 21, 2024",Exits,461310
"November 22, 2024",Exits,365571
"November 23, 2024",Exits,263041
"November 24, 2024",Exits,192965
"November 25, 2024",Exits,359923
"November 26, 2024",Exits,386371
"November 27, 2024",Exits,307247
"November 28, 2024",Exits,93775
"November 29, 2024",Exits,241555
"November 30, 2024",Exits,207398
"December 1, 2024",Exits,184108
"December 2, 2024",Exits,358940
"December 3, 2024",Exits,460825
"December 4, 2024",Exits,456555
"December 5, 2024",Exits,453832
"December 6, 2024",Exits,372822
"December 7, 2024",Exits,294898
"December 8, 2024",Exits,226128
"December 9, 2024",Exits,387529
"December 10, 2024",Exits,485291
"December 11, 2024",Exits,465981
"December 12, 2024",Exits,491676
"December 13, 2024",Exits,413076
"December 14, 2024",Exits,331724
"December 15, 2024",Exits,196516
"December 16, 2024",Exits,365043
"December 17, 2024",Exits,459855
"December 18, 2024",Exits,434606
"December 19, 2024",Exits,414559
"December 20, 2024",Exits,332730
"December 21, 2024",Exits,205983
"December 22, 2024",Exits,171244
"December 23, 2024",Exits,258215
"December 24, 2024",Exits,151746
"December 25, 2024",Exits,61876
"December 26, 2024",Exits,208483
"December 27, 2024",Exits,242267
"December 28, 2024",Exits,176119
"December 29, 2024",Exits,170386
"December 30, 2024",Exits,276270
"December 31, 2024",Exits,283063
"January 1, 2025",Exits,130631
"January 2, 2025",Exits,301351
"January 3, 2025",Exits,285367
"January 4, 2025",Exits,194311
"January 5, 2025",Exits,149866
"January 6, 2025",Exits,103499
"January 7, 2025",Exits,205272
"January 8, 2025",Exits,401209
"January 9, 2025",Exits,309597
"January 10, 2025",Exits,345279
"January 11, 2025",Exits,205692
"January 12, 2025",Exits,171230
"January 13, 2025",Exits,380744
"January 14, 2025",Exits,463422
"January 15, 2025",Exits,451671
"January 16, 2025",Exits,426043
"January 17, 2025",Exits,349340
"January 18, 2025",Exits,284902
"January 19, 2025",Exits,236338
"January 20, 2025",Exits,264012
"January 21, 2025",Exits,411404
"January 22, 2025",Exits,413052
"January 23, 2025",Exits,423187
"January 24, 2025",Exits,376425
"January 25, 2025",Exits,240386
"January 26, 2025",Exits,176919
"January 27, 2025",Exits,365541
"January 28, 2025",Exits,457213
"January 29, 2025",Exits,466454
"January 30, 2025",Exits,449417
"January 31, 2025",Exits,352555
"February 1, 2025",Exits,273765
"February 2, 2025",Exits,184921
"February 3, 2025",Exits,378052
"February 4, 2025",Exits,482616
"February 5, 2025",Exits,466211
"February 6, 2025",Exits,393366
"February 7, 2025",Exits,394278
"February 8, 2025",Exits,227467
"February 9, 2025",Exits,184770
"February 10, 2025",Exits,401056
"February 11, 2025",Exits,343846
"February 12, 2025",Exits,235072
"February 13, 2025",Exits,461727
"February 14, 2025",Exits,386337
"February 15, 2025",Exits,229606
"February 16, 2025",Exits,178882
"February 17, 2025",Exits,235096
"February 18, 2025",Exits,460008
"February 19, 2025",Exits,450845
"February 20, 2025",Exits,430918
"February 21, 2025",Exits,378789
"February 22, 2025",Exits,245686
"February 23, 2025",Exits,192449
"February 24, 2025",Exits,430097
"February 25, 2025",Exits,510965
"January 1, 2019",Entries,110601
"January 2, 2019",Entries,460750
"January 3, 2019",Entries,497421
"January 4, 2019",Entries,472248
"January 5, 2019",Entries,159645
"January 6, 2019",Entries,117315
"January 7, 2019",Entries,511506
"January 8, 2019",Entries,553595
"January 9, 2019",Entries,547497
"January 10, 2019",Entries,539470
"January 11, 2019",Entries,512067
"January 12, 2019",Entries,164251
"January 13, 2019",Entries,103619
"January 14, 2019",Entries,240631
"January 15, 2019",Entries,562203
"January 16, 2019",Entries,578416
"January 17, 2019",Entries,584185
"January 18, 2019",Entries,583171
"January 19, 2019",Entries,227946
"January 20, 2019",Entries,129394
"January 21, 2019",Entries,145671
"January 22, 2019",Entries,531681
"January 23, 2019",Entries,549776
"January 24, 2019",Entries,550814
"January 25, 2019",Entries,519160
"January 26, 2019",Entries,174441
"January 27, 2019",Entries,119855
"January 28, 2019",Entries,586074
"January 29, 2019",Entries,601948
"January 30, 2019",Entries,515087
"January 31, 2019",Entries,568235
"February 1, 2019",Entries,543056
"February 2, 2019",Entries,183198
"February 3, 2019",Entries,134792
"February 4, 2019",Entries,593241
"February 5, 2019",Entries,650812
"February 6, 2019",Entries,634184
"February 7, 2019",Entries,642295
"February 8, 2019",Entries,584990
"February 9, 2019",Entries,191207
"February 10, 2019",Entries,128978
"February 11, 2019",Entries,546570
"February 12, 2019",Entries,615663
"February 13, 2019",Entries,641950
"February 14, 2019",Entries,634168
"February 15, 2019",Entries,562862
"February 16, 2019",Entries,209365
"February 17, 2019",Entries,145564
"February 18, 2019",Entries,223556
"February 19, 2019",Entries,611442
"February 20, 2019",Entries,159084
"February 21, 2019",Entries,589759
"February 22, 2019",Entries,575844
"February 23, 2019",Entries,186632
"February 24, 2019",Entries,136371
"February 25, 2019",Entries,586005
"February 26, 2019",Entries,642945
"February 27, 2019",Entries,637198
"February 28, 2019",Entries,634426
"March 1, 2019",Entries,527310
"March 2, 2019",Entries,195052
"March 3, 2019",Entries,124664
"March 4, 2019",Entries,600676
"March 5, 2019",Entries,646131
"March 6, 2019",Entries,638356
"March 7, 2019",Entries,644345
"March 8, 2019",Entries,586923
"March 9, 2019",Entries,248212
"March 10, 2019",Entries,158077
"March 11, 2019",Entries,608714
"March 12, 2019",Entries,657106
"March 13, 2019",Entries,652565
"March 14, 2019",Entries,663032
"March 15, 2019",Entries,589260
"March 16, 2019",Entries,237304
"March 17, 2019",Entries,155174
"March 18, 2019",Entries,614330
"March 19, 2019",Entries,661992
"March 20, 2019",Entries,675049
"March 21, 2019",Entries,635637
"March 22, 2019",Entries,607044
"March 23, 2019",Entries,258957
"March 24, 2019",Entries,196303
"March 25, 2019",Entries,633251
"March 26, 2019",Entries,689967
"March 27, 2019",Entries,673768
"March 28, 2019",Entries,716395
"March 29, 2019",Entries,638067
"March 30, 2019",Entries,448954
"March 31, 2019",Entries,212721
"April 1, 2019",Entries,660798
"April 2, 2019",Entries,712117
"April 3, 2019",Entries,754505
"April 4, 2019",Entries,738839
"April 5, 2019",Entries,648270
"April 6, 2019",Entries,491227
"April 7, 2019",Entries,267595
"April 8, 2019",Entries,644821
"April 9, 2019",Entries,700815
"April 10, 2019",Entries,684907
"April 11, 2019",Entries,694035
"April 12, 2019",Entries,627874
"April 13, 2019",Entries,388395
"April 14, 2019",Entries,202552
"April 15, 2019",Entries,624402
"April 16, 2019",Entries,664829
"April 17, 2019",Entries,678088
"April 18, 2019",Entries,675931
"April 19, 2019",Entries,525759
"April 20, 2019",Entries,277351
"April 21, 2019",Entries,157472
"April 22, 2019",Entries,600344
"April 23, 2019",Entries,670593
"April 24, 2019",Entries,683864
"April 25, 2019",Entries,688040
"April 26, 2019",Entries,614919
"April 27, 2019",Entries,288158
"April 28, 2019",Entries,184491
"April 29, 2019",Entries,621438
"April 30, 2019",Entries,670300
"May 1, 2019",Entries,669220
"May 2, 2019",Entries,673123
"May 3, 2019",Entries,606422
"May 4, 2019",Entries,242942
"May 5, 2019",Entries,132414
"May 6, 2019",Entries,612193
"May 7, 2019",Entries,666602
"May 8, 2019",Entries,665131
"May 9, 2019",Entries,658390
"May 10, 2019",Entries,583310
"May 11, 2019",Entries,230173
"May 12, 2019",Entries,135241
"May 13, 2019",Entries,608957
"May 14, 2019",Entries,685110
"May 15, 2019",Entries,698011
"May 16, 2019",Entries,690421
"May 17, 2019",Entries,639973
"May 18, 2019",Entries,274310
"May 19, 2019",Entries,190800
"May 20, 2019",Entries,623666
"May 21, 2019",Entries,678003
"May 22, 2019",Entries,677302
"May 23, 2019",Entries,648607
"May 24, 2019",Entries,578339
"May 25, 2019",Entries,254827
"May 26, 2019",Entries,224389
"May 27, 2019",Entries,211727
"May 28, 2019",Entries,600776
"May 29, 2019",Entries,645733
"May 30, 2019",Entries,637607
"May 31, 2019",Entries,593134
"June 1, 2019",Entries,237926
"June 2, 2019",Entries,167293
"June 3, 2019",Entries,627549
"June 4, 2019",Entries,685816
"June 5, 2019",Entries,690646
"June 6, 2019",Entries,675356
"June 7, 2019",Entries,607778
"June 8, 2019",Entries,326896
"June 9, 2019",Entries,188944
"June 10, 2019",Entries,625485
"June 11, 2019",Entries,696279
"June 12, 2019",Entries,695090
"June 13, 2019",Entries,671317
"June 14, 2019",Entries,633241
"June 15, 2019",Entries,274966
"June 16, 2019",Entries,179344
"June 17, 2019",Entries,626418
"June 18, 2019",Entries,672689
"June 19, 2019",Entries,689782
"June 20, 2019",Entries,691477
"June 21, 2019",Entries,653929
"June 22, 2019",Entries,314416
"June 23, 2019",Entries,211863
"June 24, 2019",Entries,635564
"June 25, 2019",Entries,686952
"June 26, 2019",Entries,690943
"June 27, 2019",Entries,668371
"June 28, 2019",Entries,605904
"June 29, 2019",Entries,249228
"June 30, 2019",Entries,177241
"July 1, 2019",Entries,627746
"July 2, 2019",Entries,661770
"July 3, 2019",Entries,635423
"July 4, 2019",Entries,401240
"July 5, 2019",Entries,437319
"July 6, 2019",Entries,246779
"July 7, 2019",Entries,174196
"July 8, 2019",Entries,572509
"July 9, 2019",Entries,676933
"July 10, 2019",Entries,683083
"July 11, 2019",Entries,661518
"July 12, 2019",Entries,642894
"July 13, 2019",Entries,253882
"July 14, 2019",Entries,178534
"July 15, 2019",Entries,636719
"July 16, 2019",Entries,684277
"July 17, 2019",Entries,678779
"July 18, 2019",Entries,688809
"July 19, 2019",Entries,635358
"July 20, 2019",Entries,282936
"July 21, 2019",Entries,176589
"July 22, 2019",Entries,626342
"July 23, 2019",Entries,694981
"July 24, 2019",Entries,698239
"July 25, 2019",Entries,692960
"July 26, 2019",Entries,639653
"July 27, 2019",Entries,281706
"July 28, 2019",Entries,201062
"July 29, 2019",Entries,623294
"July 30, 2019",Entries,678343
"July 31, 2019",Entries,657285
"August 1, 2019",Entries,652896
"August 2, 2019",Entries,585569
"August 3, 2019",Entries,262019
"August 4, 2019",Entries,186151
"August 5, 2019",Entries,596559
"August 6, 2019",Entries,635410
"August 7, 2019",Entries,622706
"August 8, 2019",Entries,628558
"August 9, 2019",Entries,560873
"August 10, 2019",Entries,221339
"August 11, 2019",Entries,172211
"August 12, 2019",Entries,584435
"August 13, 2019",Entries,625696
"August 14, 2019",Entries,629841
"August 15, 2019",Entries,620768
"August 16, 2019",Entries,567418
"August 17, 2019",Entries,243783
"August 18, 2019",Entries,168676
"August 19, 2019",Entries,560667
"August 20, 2019",Entries,597885
"August 21, 2019",Entries,613633
"August 22, 2019",Entries,603308
"August 23, 2019",Entries,524401
"August 24, 2019",Entries,234800
"August 25, 2019",Entries,160852
"August 26, 2019",Entries,567307
"August 27, 2019",Entries,635325
"August 28, 2019",Entries,628574
"August 29, 2019",Entries,616089
"August 30, 2019",Entries,538725
"August 31, 2019",Entries,267624
"September 1, 2019",Entries,189250
"September 2, 2019",Entries,168411
"September 3, 2019",Entries,615859
"September 4, 2019",Entries,649117
"September 5, 2019",Entries,639755
"September 6, 2019",Entries,580164
"September 7, 2019",Entries,231757
"September 8, 2019",Entries,154358
"September 9, 2019",Entries,624256
"September 10, 2019",Entries,683775
"September 11, 2019",Entries,681281
"September 12, 2019",Entries,687625
"September 13, 2019",Entries,639622
"September 14, 2019",Entries,268326
"September 15, 2019",Entries,185843
"September 16, 2019",Entries,644967
"September 17, 2019",Entries,685613
"September 18, 2019",Entries,694272
"September 19, 2019",Entries,690210
"September 20, 2019",Entries,642213
"September 21, 2019",Entries,290075
"September 22, 2019",Entries,183453
"September 23, 2019",Entries,662935
"September 24, 2019",Entries,709658
"September 25, 2019",Entries,705347
"September 26, 2019",Entries,699718
"September 27, 2019",Entries,646285
"September 28, 2019",Entries,256537
"September 29, 2019",Entries,185861
"September 30, 2019",Entries,608722
"October 1, 2019",Entries,699354
"October 2, 2019",Entries,687690
"October 3, 2019",Entries,687522
"October 4, 2019",Entries,641787
"October 5, 2019",Entries,268304
"October 6, 2019",Entries,211137
"October 7, 2019",Entries,643556
"October 8, 2019",Entries,692447
"October 9, 2019",Entries,668642
"October 10, 2019",Entries,695053
"October 11, 2019",Entries,629008
"October 12, 2019",Entries,303324
"October 13, 2019",Entries,227511
"October 14, 2019",Entries,400981
"October 15, 2019",Entries,729825
"October 16, 2019",Entries,695137
"October 17, 2019",Entries,706669
"October 18, 2019",Entries,654928
"October 19, 2019",Entries,266021
"October 20, 2019",Entries,142201
"October 21, 2019",Entries,645977
"October 22, 2019",Entries,682370
"October 23, 2019",Entries,706201
"October 24, 2019",Entries,704532
"October 25, 2019",Entries,709331
"October 26, 2019",Entries,336975
"October 27, 2019",Entries,280772
"October 28, 2019",Entries,655388
"October 29, 2019",Entries,695721
"October 30, 2019",Entries,713473
"October 31, 2019",Entries,645801
"November 1, 2019",Entries,628148
"November 2, 2019",Entries,505304
"November 3, 2019",Entries,184126
"November 4, 2019",Entries,644366
"November 5, 2019",Entries,684263
"November 6, 2019",Entries,697565
"November 7, 2019",Entries,696342
"November 8, 2019",Entries,627704
"November 9, 2019",Entries,252526
"November 10, 2019",Entries,170065
"November 11, 2019",Entries,360705
"November 12, 2019",Entries,656914
"November 13, 2019",Entries,671842
"November 14, 2019",Entries,686976
"November 15, 2019",Entries,631875
"November 16, 2019",Entries,228783
"November 17, 2019",Entries,154019
"November 18, 2019",Entries,642996
"November 19, 2019",Entries,676901
"November 20, 2019",Entries,687097
"November 21, 2019",Entries,696803
"November 22, 2019",Entries,620465
"November 23, 2019",Entries,237271
"November 24, 2019",Entries,173693
"November 25, 2019",Entries,628266
"November 26, 2019",Entries,620069
"November 27, 2019",Entries,468502
"November 28, 2019",Entries,89886
"November 29, 2019",Entries,288284
"November 30, 2019",Entries,192943
"December 1, 2019",Entries,120134
"December 2, 2019",Entries,599681
"December 3, 2019",Entries,670784
"December 4, 2019",Entries,672149
"December 5, 2019",Entries,702726
"December 6, 2019",Entries,625090
"December 7, 2019",Entries,256864
"December 8, 2019",Entries,168333
"December 9, 2019",Entries,619312
"December 10, 2019",Entries,671642
"December 11, 2019",Entries,676321
"December 12, 2019",Entries,675042
"December 13, 2019",Entries,596030
"December 14, 2019",Entries,256195
"December 15, 2019",Entries,183657
"December 16, 2019",Entries,593821
"December 17, 2019",Entries,653463
"December 18, 2019",Entries,660343
"December 19, 2019",Entries,628632
"December 20, 2019",Entries,542615
"December 21, 2019",Entries,205302
"December 22, 2019",Entries,146965
"December 23, 2019",Entries,425299
